name,address,rating,review_count,latitude,longitude,type,place_id,business_status,current_opening_hours,editorial_summary,international_phone_number,price_level,reservable,secondary_opening_hours,url,website
SATAMA SAUNA RESORT & SPA,"Strandstraße 12, 15864 Wendisch Rietz, Germany",4.4,2212,52.21502,14.01027,therme,ChIJQ6PWk62KB0cRJ2yp3DJgZSc,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']","Airy accommodations in a refined lakeside spa resort with a restaurant, saunas & an outdoor pool.",+49 33679 7589900,N/A,N/A,N/A,https://maps.google.com/?cid=2838780911693687847,https://www.satama-saunapark.de/
Palace Spa Berlin,"Budapester Str. 45, 10787 Berlin, Germany",4,19,52.50492819999999,13.3386372,therme,ChIJI7aXc1VQqEcR10Cjwog8XRk,OPERATIONAL,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 25021070,N/A,N/A,N/A,https://maps.google.com/?cid=1827683581860987095,https://www.palace.de/hotel/palace-spa-fitness
Kurbad Tegel,"Alt-Tegel 23, 13507 Berlin, Germany",4.6,23,52.58872179999999,13.2797926,therme,ChIJoyk2PkNUqEcR4U2zw-4fvXk,OPERATIONAL,"['Monday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 4339127,N/A,N/A,N/A,https://maps.google.com/?cid=8772202759533579745,N/A
BOILER Sauna Berlin,"Mehringdamm 34, 10961 Berlin, Germany",4.1,726,52.49363349999999,13.3877998,therme,ChIJHbqEHilQqEcRmT3xwmU_M74,OPERATIONAL,"['Monday: 12:00\u2009–\u20096:00\u202fAM, 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20096:00\u202fAM, 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20096:00\u202fAM, 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20096:00\u202fAM, 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20096:00\u202fAM, 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","Neon-lit, industrial-chic complex with a hot tub, saunas & steam rooms, plus a bar with a garden.",+49 30 57707175,N/A,N/A,N/A,https://maps.google.com/?cid=13705367797313387929,http://boiler-berlin.de/
De Rome Spa,"Behrenstraße 37, 10117 Berlin, Germany",4.2,9,52.5158104,13.3942228,therme,ChIJu5kGvttRqEcRzxnRMldv04M,OPERATIONAL,"['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 4606091160,N/A,N/A,N/A,https://maps.google.com/?cid=9499058459359910351,https://www.roccofortehotels.com/hotels-and-resorts/hotel-de-rome/wellness/
NaturThermeTemplin,"Dargersdorfer Str. 121, 17268 Templin, Germany",4.2,4417,53.10280419999999,13.5256072,therme,ChIJjaIGsPCcqUcR-EHmJ3Kmyjw,OPERATIONAL,N/A,"Large complex with indoor/outdoor pools, water slides & a wave pool, plus saunas & a salt grotto.",+49 3987 201200,N/A,N/A,N/A,https://maps.google.com/?cid=4380496596797112824,https://www.naturthermetemplin.de/
Olivin Wellness Lounge Sauna,"Schönhauser Allee 177, 10119 Berlin, Germany",4.1,182,52.5314129,13.4117439,therme,ChIJoXzHquJRqEcRdlbipfBSQbg,CLOSED_TEMPORARILY,N/A,N/A,+49 30 44042500,N/A,N/A,N/A,https://maps.google.com/?cid=13276984369993635446,http://www.olivin-berlin.com/
SPREEWALD THERME,"Ringchaussee 152, 03096 Burg (Spreewald), Germany",4.6,3604,51.8380738,14.1357093,therme,ChIJcVt2PcMJCEcRKOV0sXRkqPQ,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","Sleek spa getaway offering rooms with nature views, plus a laid-back restaurant.",+49 35603 18850,N/A,N/A,N/A,https://maps.google.com/?cid=17629451193698018600,https://spreewald-therme.de/
Sauna R,"Regattastraße 217, 12527 Berlin, Germany",4.6,32,52.4113965,13.5889811,therme,ChIJub8qs8JHqEcR69GWE0tRvzM,OPERATIONAL,"['Monday: 1:30\u2009–\u20099:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Friday: 4:30\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 91747177,N/A,N/A,N/A,https://maps.google.com/?cid=3728788399379108331,http://sauna-r.de/
Adlon Spa by Resense,"Unter den Linden 77, 10117 Berlin, Germany",4.3,12,52.5150813,13.3806558,therme,ChIJnyQrcXBRqEcRyktCCcLAeCk,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']",N/A,+49 30 22611220,N/A,N/A,N/A,https://maps.google.com/?cid=2988350292371852234,https://www.kempinski.com/en/berlin/hotel-adlon/luxury-spa/?utm_medium=organic&utm_source=google&utm_campaign=KIBER2&utm_content=gmb-Spa&source=S308962248
ADG Wellness & Sauna GmbH,"Grunewaldstraße 10, 12165 Berlin, Germany",2.8,4,52.4586872,13.3164768,therme,ChIJXRaOYodaqEcRYjgbTDxhhRI,OPERATIONAL,N/A,N/A,+49 30 7934184,N/A,N/A,N/A,https://maps.google.com/?cid=1334579776188004450,N/A
SpaSphere,"Landsberger Allee 106, 10369 Berlin, Germany",4.4,17,52.528366,13.457008,therme,ChIJgf4LNitPqEcRaI4MEpVnio0,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']",N/A,+49 30 4530532401,N/A,N/A,N/A,https://maps.google.com/?cid=10199078196084510312,https://www.spasphere.de/
Fläming-Therme Luckenwalde,"Weinberge 40, 14943 Luckenwalde, Germany",4.1,2120,52.0911244,13.1511582,therme,ChIJ7eKcWFd6qEcR2vgkvUkgBNQ,CLOSED_TEMPORARILY,N/A,"Spa complex with indoor pools, whirlpools & saunas, plus aqua fitness classes & massage treatments.",+49 3371 40020,N/A,N/A,N/A,https://maps.google.com/?cid=15277371337025583322,http://www.flaeming-therme.de/
Sauna Idyll Biesdorf,"Annenstraße 63, 12683 Berlin, Germany",4.6,107,52.531862,13.5604845,therme,ChIJHTwnmOZLqEcRSDztasDumSA,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 3:00\u2009–\u200910:00\u202fPM', 'Thursday: 3:00\u2009–\u200910:00\u202fPM', 'Friday: 3:00\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: 3:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 5455267,N/A,N/A,N/A,https://maps.google.com/?cid=2349171190845488200,http://www.sauna-idyll-biesdorf.de/
HOLI DAY SPA,"Düsterhauptstraße 15, 13469 Berlin, Germany",4.6,39,52.6102899,13.3179932,therme,ChIJwYLgnJtUqEcRrsUf5XyErV0,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,https://maps.google.com/?cid=6750197088453117358,https://holiday-spa.berlin/
Sauna Reinhard Kindlein,"Köllnische Str. 7, 12439 Berlin, Germany",4.8,4,52.4526033,13.5204231,therme,ChIJkRgOW6NIqEcRput9pB-1y3U,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 43726248,N/A,N/A,N/A,https://maps.google.com/?cid=8488077070218161062,N/A
Sauna - Physio & Wellness 4 Life,"Eckertstraße 15, 10249 Berlin, Germany",5,3,52.519255,13.450225,therme,ChIJ_7dn62xOqEcRmem_1JeqvEs,OPERATIONAL,"['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 84435376,N/A,N/A,N/A,https://maps.google.com/?cid=5457424417552329113,https://www.physiowellnessberlin.de/
Spreewald Thermal Baths,"Ringchaussee 152, 03096 Burg (Spreewald), Germany",4.7,2305,51.8380605,14.1376522,therme,ChIJcVt2PcMJCEcRzrGPjoqWRFM,OPERATIONAL,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","Sleek spa getaway offering rooms with nature views, plus a laid-back restaurant.",+49 35603 18850,N/A,N/A,N/A,https://maps.google.com/?cid=6000086125405778382,https://spreewald-thermenhotel.de/
Kleine Salzwelt in Berlin,"Zachertstraße 75, 10315 Berlin, Germany",4.8,137,52.5056976,13.5125917,therme,ChIJtUqHBclOqEcRSBos-N790pA,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 69547640,N/A,N/A,N/A,https://maps.google.com/?cid=10435682420659067464,https://kleine-salzwelt.de/
Promenaden-Sauna,"Prenzlauer Promenade 47A, 13089 Berlin, Germany",4.8,10,52.56234420000001,13.4279703,therme,ChIJm7atrYpNqEcRru_Lv9h-sqo,OPERATIONAL,"['Monday: 3:00\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 4710063,N/A,N/A,N/A,https://maps.google.com/?cid=12300033001698095022,N/A
Wellness Deluxe Bar 23,"Körnerstraße 23, 12157 Berlin, Germany",4.4,67,52.460797,13.3306935,therme,ChIJwzDOqPxbqEcRBx3oo7e_40g,OPERATIONAL,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM']",N/A,+49 176 15279403,N/A,N/A,N/A,https://maps.google.com/?cid=5252252385893948679,http://www.wellness-deluxe23.de/
A & E GmbH Massage Institut,"Nürnberger Str. 7, 10787 Berlin, Germany",3.5,11,52.504434,13.3400374,therme,ChIJ04iBqVVQqEcRyazXWQi2kfU,OPERATIONAL,"['Monday: 1:00\u2009–\u20097:00\u202fPM', 'Tuesday: 1:00\u2009–\u20097:00\u202fPM', 'Wednesday: 1:00\u2009–\u20097:00\u202fPM', 'Thursday: 1:00\u2009–\u20097:00\u202fPM', 'Friday: 1:00\u2009–\u20097:00\u202fPM', 'Saturday: 1:00\u2009–\u20097:00\u202fPM', 'Sunday: 1:00\u2009–\u20097:00\u202fPM']",N/A,+49 171 8927880,N/A,N/A,N/A,https://maps.google.com/?cid=17695124557898689737,N/A
"Russian sauna Banja ""Berezka""","Stromstraße 50, 10551 Berlin, Germany",3.7,55,52.5288756,13.342769,therme,ChIJa-XQt3RRqEcRGqwdkAWjmFg,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 55655750,N/A,N/A,N/A,https://maps.google.com/?cid=6384031716085705754,N/A
Sky Spa & Fitnesslounge,"Ella-Trebe-Straße 5, 10557 Berlin, Germany",4.8,72,52.5234298,13.3679819,therme,ChIJ011DFCZRqEcRR3i2lcmbxvI,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 2:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']",N/A,+49 30 740743888,N/A,N/A,N/A,https://maps.google.com/?cid=17493841092669765703,http://www.sky-spa-fitnesslounge.de/
Elbtalklinik Bad Wilsnack,"Am Kähling 1, 19336 Bad Wilsnack, Germany",4.5,5416,52.96351199999999,11.9482327,therme,ChIJGwlIatXCrkcREySDe0fCkFk,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 38791 80880,N/A,N/A,N/A,https://maps.google.com/?cid=6453871878292579347,http://www.kristalltherme-bad-wilsnack.de/
Salzgrotte Berlin (Salzresort),"Heinsestraße 25, 13467 Berlin, Germany",4.6,82,52.6156236,13.3079875,therme,ChIJP7OblJZUqEcR4ISJZKIPZbk,OPERATIONAL,"['Monday: Closed', 'Tuesday: 2:00\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: Closed', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']",N/A,+49 176 64037812,N/A,N/A,N/A,https://maps.google.com/?cid=13359101059810297056,https://www.salzgrotteberlin.de/
Charme d'Orient,"Buckower Damm 175, 12349 Berlin, Germany",4.7,130,52.4278924,13.4354373,therme,ChIJc7d6G6NFqEcRIWcP1XAPCo0,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 62728033,N/A,N/A,N/A,https://maps.google.com/?cid=10162952486400255777,http://www.charme-d-orient.de/
Salzgrotte Erkner,"Catholystraße 7, 15537 Erkner, Germany",5,46,52.4152831,13.7505274,therme,ChIJ__-zDwo6qEcR6KESdP_EY6Y,OPERATIONAL,"['Monday: Closed', 'Tuesday: 9:45\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:45\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:45\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:45\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:45\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']",N/A,+49 3362 22024,N/A,N/A,N/A,https://maps.google.com/?cid=11989643234433475048,http://www.salzgrotte-erkner.de/gutscheine-kontakt.html
orient day,"23/24 Alt-Reinickendorf, 13407 Berlin, Germany",3.5,176,52.5753968,13.351994,therme,ChIJ9xXVeblTqEcRDc4RtNiP6yw,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 4968322,N/A,N/A,N/A,https://maps.google.com/?cid=3236838918092606989,N/A
